assay_type,canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value,MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAliphaticRings,NumAromaticRings
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.1,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.1,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.1,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.1,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.1,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.1,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.1,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.1,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.1,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.1,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.1,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.1,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.1,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.1,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.1,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.1,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.1,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.1,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.1,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.1,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.1,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.1,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.1,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.1,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.1,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.1,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.1,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.1,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2,CHEMBL56564,=,=,Ki,nM,55000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,55000.0,284.3590000000001,2.9499000000000013,45.33,1,3,2,2,2
B,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2,CHEMBL56564,=,=,Ki,nM,55000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,55000.0,284.3590000000001,2.9499000000000013,45.33,1,3,2,2,2
B,O=C(OC1CN2CCC1CC2)n1ccc2ccccc21,CHEMBL320963,=,=,Ki,nM,14000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,14000.0,270.33200000000005,2.720200000000001,34.47,0,4,1,3,2
B,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,CHEMBL46,=,=,Ki,nM,46000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,46000.0,293.37000000000006,3.1285200000000017,39.82,0,4,2,1,3
B,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,CHEMBL46,=,=,Ki,nM,46000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,46000.0,293.37000000000006,3.1285200000000017,39.82,0,4,2,1,3
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.3,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,O=C(OC1CN2CCC1CC2)c1c[nH]c2ccccc12,CHEMBL108799,=,=,Ki,nM,2600.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2600.0,270.33200000000005,2.4189000000000007,45.33,1,3,2,3,2
B,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,CHEMBL289469,=,=,Ki,nM,38000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,38000.0,312.4170000000001,2.3183999999999996,50.160000000000004,1,4,2,2,2
B,C[N+]1(C)C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,CHEMBL111583,=,=,Ki,nM,7800.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,7800.0,299.39400000000006,3.094500000000001,42.09,1,2,2,2,2
