assay_type,canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value
B,CC[C@H](NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,CHEMBL10284,=,=,Ki,nM,277.0,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,277.0
B,CC(C)[C@@H]1NC(=O)CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)CNC(=O)[C@H](Cc2ccc(OC(C)(C)C)cc2)NC(=O)CNC1=O,CHEMBL2112592,=,=,Ki,nM,27000.0,CHEMBL2327,Neurokinin 2 receptor,Ki,uM,27.0
B,CN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N(CCC(=O)N[C@@H]1CCCCNC1=O)Cc1ccc2ccccc2c1,CHEMBL104348,=,=,IC50,nM,55.0,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,55.0
B,CN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@@H](/C=C/C(=O)N[C@@H]1CCCCNC1=O)Cc1ccc(Cl)c(Cl)c1,CHEMBL105060,=,=,IC50,nM,5.5,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,5.5
B,CN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N(CCC(=O)N[C@@H]1CCCCNC1=O)Cc1cc(Br)c(Br)s1,CHEMBL105295,=,=,IC50,nM,19.5,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,19.5
B,CC(C)[C@@H]1NC(=O)CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)CNC(=O)[C@H](Cc2ccc3[nH]ccc3c2)NC(=O)CNC1=O,CHEMBL2370512,>,>,Ki,nM,100000.0,CHEMBL2327,Neurokinin 2 receptor,Ki,uM,100.0
B,CN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@@H](/C=C/C(=O)N[C@@H]1CCCCNC1=O)Cc1ccc(Cl)cc1,CHEMBL104954,=,=,IC50,nM,24.0,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,24.0
B,COC(=O)[C@H](NC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccccc1,CHEMBL9843,=,=,Ki,nM,8333.0,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,8333.0
B,COC(=O)C(NC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccccc1,CHEMBL429951,=,=,Ki,nM,2947.0,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,2947.0
B,CC[C@H](NC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccccc1,CHEMBL9960,=,=,Ki,nM,237.0,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,237.0
B,O=S(=O)(c1ccccc1)N1CCC(CCN2CC(N3CCOCC3)C2)(c2ccc(Cl)c(Cl)c2)C1,CHEMBL70157,=,=,IC50,nM,6.7,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,6.7
B,C[C@H](NC(=O)CN)C(=O)N[C@H]1CSSC[C@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccc(F)cc2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC1=O,CHEMBL2112246,=,=,IC50,nM,27.0,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,27.0
B,COc1ccccc1C(=O)N1CCC(CCN2CC(N3CCOCC3)C2)(c2ccc(Cl)c(Cl)c2)C1,CHEMBL308901,=,=,IC50,nM,6.5,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,6.5
B,CN(CC(CCN1CCCC(n2c(O)nc3ccccc32)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1,CHEMBL74127,=,=,IC50,nM,8.4,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,8.4
B,C[C@H](NC(=O)CN)C(=O)N[C@H]1CSSC[C@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC1=O,CHEMBL2369631,=,=,IC50,nM,850.0,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,850.0
B,CN(CC(CCN1CCC(n2ccnc2)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1,CHEMBL68917,=,=,IC50,nM,7.7,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,7.7
B,O=C(c1ccccc1)N1CC(CCN2CC(N3CCOCC3)C2)(c2ccc(Cl)c(Cl)c2)C1,CHEMBL71644,=,=,IC50,nM,7.2,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,7.2
B,CN(CC(CCN1CCC(O)(c2ncc[nH]2)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1,CHEMBL307338,=,=,IC50,nM,6.6,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,6.6
B,CN(CC(CCN1CC(n2ccnc2)C1)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1,CHEMBL71704,=,=,IC50,nM,6.8,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,6.8
B,CN(CC(CCN1CCC(c2nc3ccccc3[nH]2)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1,CHEMBL304807,=,=,IC50,nM,7.3,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,7.3
B,O=C(c1ccccc1)N1CCC(CCN2CC(N3CCOCC3)C2)(c2ccc(Cl)c(Cl)c2)C1,CHEMBL69889,=,=,IC50,nM,7.5,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,7.5
B,CN(CC(CCN1CCCCC1)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1,CHEMBL71918,=,=,IC50,nM,6.3,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,6.3
B,O=C(CC1CC1)N1CCC(CCN2CC(N3CCOCC3)C2)(c2ccc(Cl)c(Cl)c2)C1,CHEMBL71784,=,=,IC50,nM,6.3,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,6.3
B,C[C@@H](O)[C@@H]1NC(=O)[C@H](Cc2ccc(F)cc2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CSSC[C@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC1=O,CHEMBL2112245,=,=,IC50,nM,46.0,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,46.0
B,C[C@H](NC(=O)CN)C(=O)N[C@H]1CSSC[C@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccc(F)cc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC1=O,CHEMBL2369630,=,=,IC50,nM,730.0,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,730.0
B,CN(CC(CCN1CCC(O)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1,CHEMBL69065,=,=,IC50,nM,6.4,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,6.4
B,CC(=O)NC1(c2ccccc2)CCN(CCC(CN(C)C(=O)c2ccccc2)c2ccc(Cl)c(Cl)c2)CC1,CHEMBL56835,=,=,IC50,nM,8.9,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,8.9
B,CN(CC(CCN1CCCC(n2c(O)nc3ccccc32)C1)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1,CHEMBL71394,=,=,IC50,nM,7.1,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,7.1
B,CN(CC(CCN1CCC(n2cncn2)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1,CHEMBL305191,=,=,IC50,nM,6.8,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,6.8
B,CN(CC(CCN1CCC(c2ccccc2)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1,CHEMBL69335,<,<,IC50,nM,7.0,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,7.0
B,CN(CC(CCN1CC(N2CCOCC2)C1)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1,CHEMBL71647,=,=,IC50,nM,7.7,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,7.7
B,CN(CC(CCN1CCC(n2c(O)nc3ccccc32)C1)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1,CHEMBL71226,=,=,IC50,nM,7.4,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,7.4
B,CN(CC(CCN1CCC(n2cnc3ccccc32)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1,CHEMBL305236,=,=,IC50,nM,8.1,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,8.1
B,CN(CC(CCN1CCC(O)(c2ccccc2)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1,CHEMBL71397,=,=,IC50,nM,8.9,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,8.9
B,CN(CC(CCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1,CHEMBL68440,=,=,IC50,nM,8.9,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,8.9
B,O=C(CN(N1CCC(Cc2ccccc2)CC1)N1CCC(Cc2ccccc2)CC1)N1CCN(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC1c1ccc(Cl)c(Cl)c1,CHEMBL316552,>,>,Ki,nM,1000.0,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,1000.0
B,Cc1cc(C)cc(C(=O)N2CCN(C(=O)CNC3CCN(Cc4ccccc4)CC3)[C@@H](c3ccc(Cl)c(Cl)c3)C2)c1,CHEMBL320548,=,=,Ki,nM,219.0,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,219.0
B,CC(=O)Nc1ccc(CN2CCC(NCC(=O)N3CCN(C(=O)c4cc(C)cc(C)c4)C[C@H]3c3ccc(Cl)c(Cl)c3)CC2)cc1,CHEMBL108997,=,=,Ki,nM,1.3,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,1.3
B,CC(=O)Nc1nc(CN2CCC(NCC(=O)N3CCN(C(=O)c4cc(C)cc(C)c4)C[C@H]3c3ccc(Cl)c(Cl)c3)CC2)cs1,CHEMBL107469,=,=,Ki,nM,0.9,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,0.9
B,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCN(C(=O)CNC2CCN(Cc3ccccc3)CC2)[C@@H](c2ccc(Cl)c(Cl)c2)C1,CHEMBL318081,=,=,Ki,nM,270.0,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,270.0
B,O=C(c1cc(Br)cc(Br)c1)N1CCN(C(=O)CNC2CCN(Cc3ccccc3)CC2)C(c2ccc(Cl)c(Cl)c2)C1,CHEMBL106572,=,=,Ki,nM,14.0,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,14.0
B,CC(=O)NC1(c2ccccc2)CCN(N(CC(=O)N2CCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2c2ccccc2)N2CCC(NC(C)=O)(c3ccccc3)CC2)CC1,CHEMBL316553,>,>,Ki,nM,1000.0,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,1000.0
B,Cc1cc(C)cc(C(=O)N2CCN(C(=O)CNC3CCN(Cc4ccccc4)CC3)[C@H](c3ccc(Cl)c(Cl)c3)C2)c1,CHEMBL320487,=,=,Ki,nM,3.4,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,3.4
B,O=C(CN(N1CCN(Cc2ccccc2)CC1)N1CCN(Cc2ccccc2)CC1)N1CCN(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC1c1ccccc1,CHEMBL320771,>,>,Ki,nM,1000.0,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,1000.0
B,COc1cc(C(=O)N2CCN(C(=O)CNC3CCN(Cc4ccccc4)CC3)C(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,CHEMBL316740,=,=,Ki,nM,124.0,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,124.0
B,Cc1cc(C)cc(C(=O)N2CCN(C(=O)CNC3CCN(Cc4ccccc4)CC3)C(c3ccc(Cl)c(Cl)c3)C2)c1,CHEMBL110219,=,=,Ki,nM,4.9,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,4.9
B,Cc1cc(C)cc(C(=O)N2CCN(C(=O)CNC3CCN(C(=O)[C@H](N)c4ccccc4)CC3)[C@H](c3ccc(Cl)c(Cl)c3)C2)c1,CHEMBL107306,=,=,Ki,nM,16.0,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,16.0
B,O=C(c1ccccc1)N1CCN(C(=O)CNC2CCN(Cc3ccccc3)CC2)C(c2ccc(Cl)c(Cl)c2)C1,CHEMBL106608,=,=,Ki,nM,3.4,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,3.4
