assay_type,canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value
B,COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc1ccccc1OC,CHEMBL27673,=,=,IC50,nM,977.24,CHEMBL1914,Butyrylcholinesterase,-Log IC50,,6.01
B,Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,=,=,IC50,nM,0.9,CHEMBL1914,Butyrylcholinesterase,IC50,nM,0.9
B,COc1ccccc1CNCCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCNCc1ccccc1OC,CHEMBL132377,=,=,IC50,nM,6025.6,CHEMBL1914,Butyrylcholinesterase,-Log IC50,,5.22
B,NCCCCCCNCCSSCCNCCCCCCN,CHEMBL132133,=,=,IC50,nM,645654.23,CHEMBL1914,Butyrylcholinesterase,-Log IC50,,3.19
B,Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,=,=,IC50,nM,363.08,CHEMBL1914,Butyrylcholinesterase,-Log IC50,,6.44
B,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,CHEMBL1206,=,=,Ki,nM,20.0,CHEMBL1914,Butyrylcholinesterase,Ki,nM,20.0
B,CCOC(=O)O[C@H]1C=C[C@@]2(CCN(C)C(=O)OCC)c3c(CCl)ccc(OC)c3O[C@H]2C1,CHEMBL80224,=,=,IC50,nM,790000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,790.0
B,COc1ccccc1CNCCCCCC(=O)NCCCCCCCCNC(=O)CCCCCNCc1ccccc1OC,CHEMBL134488,=,=,IC50,nM,11481.54,CHEMBL1914,Butyrylcholinesterase,-Log IC50,,4.94
B,COc1ccccc1CNCCCCCCNCCCCCNCCCCCCNCc1ccccc1OC,CHEMBL134382,=,=,IC50,nM,8709.64,CHEMBL1914,Butyrylcholinesterase,-Log IC50,,5.06
B,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2,CHEMBL309667,=,=,IC50,nM,2.4,CHEMBL1914,Butyrylcholinesterase,IC50,nM,2.4
B,C[C@@]12CCNC1Nc1ccc(OC(=O)Nc3ccccc3)cc12,CHEMBL419470,=,=,IC50,nM,897.0,CHEMBL1914,Butyrylcholinesterase,IC50,nM,897.0
B,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2Cc1ccccc1,CHEMBL80221,=,=,IC50,nM,21.8,CHEMBL1914,Butyrylcholinesterase,IC50,nM,21.8
B,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,=,=,IC50,nM,16.0,CHEMBL1914,Butyrylcholinesterase,IC50,nM,16.0
B,CN1c2ccc(OC(=O)Nc3ccccc3)cc2[C@]2(C)CCNC12,CHEMBL80247,=,=,IC50,nM,612.0,CHEMBL1914,Butyrylcholinesterase,IC50,nM,612.0
B,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3NC12,CHEMBL418917,=,=,IC50,nM,516.0,CHEMBL1914,Butyrylcholinesterase,IC50,nM,516.0
B,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)C1N2Cc1ccccc1,CHEMBL77896,=,=,IC50,nM,8.1,CHEMBL1914,Butyrylcholinesterase,IC50,nM,8.1
B,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2C,CHEMBL74089,=,=,IC50,nM,2.0,CHEMBL1914,Butyrylcholinesterase,IC50,nM,2.0
B,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2C,CHEMBL76640,=,=,IC50,nM,2490.0,CHEMBL1914,Butyrylcholinesterase,IC50,nM,2490.0
B,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)C1N2C,CHEMBL76241,=,=,IC50,nM,10.4,CHEMBL1914,Butyrylcholinesterase,IC50,nM,10.4
B,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2,CHEMBL431784,=,=,IC50,nM,6.8,CHEMBL1914,Butyrylcholinesterase,IC50,nM,6.8
B,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,CHEMBL54727,=,=,IC50,nM,1300.0,CHEMBL1914,Butyrylcholinesterase,IC50,nM,1300.0
B,CN1CC[C@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,CHEMBL75919,=,=,IC50,nM,23500.0,CHEMBL1914,Butyrylcholinesterase,IC50,nM,23500.0
B,C[C@]12CCNC1Nc1ccc(OC(=O)Nc3ccccc3)cc12,CHEMBL309351,=,=,IC50,nM,952.0,CHEMBL1914,Butyrylcholinesterase,IC50,nM,952.0
B,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCNC1N2,CHEMBL75743,=,=,IC50,nM,237.0,CHEMBL1914,Butyrylcholinesterase,IC50,nM,237.0
B,C[C@@]12CCN(Cc3ccccc3)C1N(Cc1ccccc1)c1ccc(OC(=O)Nc3ccccc3)cc12,CHEMBL76135,=,=,IC50,nM,513.0,CHEMBL1914,Butyrylcholinesterase,IC50,nM,513.0
B,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(Cc3ccccc3)C1N2Cc1ccccc1,CHEMBL440497,=,=,IC50,nM,776.0,CHEMBL1914,Butyrylcholinesterase,IC50,nM,776.0
B,Cl.Cl.O.c1ccc(CN2CCC(CCOc3ccc(-c4ccccc4)nn3)CC2)cc1,CHEMBL1202875,=,=,IC50,nM,1600.0,CHEMBL1914,Butyrylcholinesterase,IC50,nM,1600.0
B,Cl.Cl.c1ccc(CN2CCC(CCNc3ccc(-c4ccccc4)nn3)CC2)cc1,CHEMBL3215535,=,=,IC50,nM,700.0,CHEMBL1914,Butyrylcholinesterase,IC50,nM,700.0
B,Cl.Cl.O.c1ccc(CN2CCC(CCNc3cc4c(nn3)-c3ccccc3CCC4)CC2)cc1,CHEMBL1202865,=,=,IC50,nM,510.0,CHEMBL1914,Butyrylcholinesterase,IC50,nM,510.0
B,Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,=,=,IC50,nM,21.0,CHEMBL1914,Butyrylcholinesterase,IC50,nM,21.0
B,Cl.Cl.O.c1ccc(CN2CCC(CCNc3cc4ccc5ccccc5c4nn3)CC2)cc1,CHEMBL1202884,=,=,IC50,nM,270.0,CHEMBL1914,Butyrylcholinesterase,IC50,nM,270.0
B,Cl.O.c1ccc(CN2CCC(CCN=c3cc4c(n[nH]3)-c3ccccc3C4)CC2)cc1,CHEMBL1204162,=,=,IC50,nM,230.0,CHEMBL1914,Butyrylcholinesterase,IC50,nM,230.0
B,Cl.Cl.c1ccc(CN2CCC(CCSc3ccc(-c4ccccc4)nn3)CC2)cc1,CHEMBL1202874,=,=,IC50,nM,480.0,CHEMBL1914,Butyrylcholinesterase,IC50,nM,480.0
B,Cc1cc(=NCCC2CCN(Cc3ccccc3)CC2)[nH]nc1-c1ccccc1.Cl.Cl.O,CHEMBL1204299,=,=,IC50,nM,940.0,CHEMBL1914,Butyrylcholinesterase,IC50,nM,940.0
B,CCc1cc(=NCCC2CCN(Cc3ccccc3)CC2)[nH]nc1-c1ccccc1.Cl.Cl.O,CHEMBL1204296,=,=,IC50,nM,920.0,CHEMBL1914,Butyrylcholinesterase,IC50,nM,920.0
B,Cl.Cl.O.c1ccc(CN2CCC(CCNc3cc4c(nn3)-c3ccccc3CC4)CC2)cc1,CHEMBL1202885,=,=,IC50,nM,280.0,CHEMBL1914,Butyrylcholinesterase,IC50,nM,280.0
B,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,=,=,IC50,nM,8200.0,CHEMBL1914,Butyrylcholinesterase,IC50,nM,8200.0
B,COC(=O)CCc1ccc2c(c1)COP(=O)(OCC1C=CC(n3cc(C)c(=O)[nH]c3=O)O1)O2,CHEMBL95272,=,=,IC50,nM,8800.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,8.8
B,Cc1cn(C2C=CC(COP3(=O)OCc4c(Cl)cccc4O3)O2)c(=O)[nH]c1=O,CHEMBL95192,=,=,IC50,nM,570.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,0.57
B,Cc1cn([C@H]2C=C[C@@H](COP3(=O)OCc4cccc(C(C)(C)C)c4O3)O2)c(=O)[nH]c1=O,CHEMBL375567,=,=,IC50,nM,4200.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,4.2
B,CCC(C)c1cccc2c1OP(=O)(OCC1C=CC(n3cc(C)c(=O)[nH]c3=O)O1)OC2,CHEMBL97281,=,=,IC50,nM,2000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,2.0
B,Cc1cn(C2C=CC(COP3(=O)OCc4cccc(CCC(=O)O)c4O3)O2)c(=O)[nH]c1=O,CHEMBL97720,>,>,IC50,nM,50000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,50.0
B,Cc1cccc2c1OP(=O)(OCC1C=CC(n3cnc4c(O)nc(N)nc43)C1)OC2,CHEMBL330237,=,=,IC50,nM,2500.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,2.5
B,Cc1cn(C2C=CC(COP3(=O)OCc4cc(CCC(=O)OC(C)(C)C)ccc4O3)O2)c(=O)[nH]c1=O,CHEMBL97159,=,=,IC50,nM,4400.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,4.4
B,Cc1cn(C2C=CC(COP3(=O)OCc4c(ccc5ccccc45)O3)O2)c(=O)[nH]c1=O,CHEMBL329968,=,=,IC50,nM,3900.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,3.9
B,Cc1cccc2c1OP(=O)(OC[C@@H]1C=C[C@H](n3cc(C)c(=O)[nH]c3=O)O1)OC2,CHEMBL376065,=,=,IC50,nM,1200.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,1.2
B,Cc1cccc2c1OP(=O)(OCC1CCC(n3cnc4c(N)ncnc43)O1)OC2,CHEMBL40302,=,=,IC50,nM,910.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,0.91
B,Cc1ccc2c(c1)COP(=O)(OC[C@@H]1C=C[C@H](n3cc(C)c(=O)[nH]c3=O)O1)O2,CHEMBL223807,=,=,IC50,nM,4600.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,4.6
B,Cc1cccc2c1O[P@@](=O)(OC[C@H]1O[C@@H](n3cc(F)c(=O)[nH]c3=O)C[C@@H]1O)OC2,CHEMBL2111586,>,>,IC50,nM,0.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,0.0
B,Cc1cccc2c1OP(=O)(OC[C@H]1C=C[C@@H](n3cnc4c(NC5CC5)nc(N)nc43)C1)OC2,CHEMBL606885,=,=,IC50,nM,1300.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,1.3
B,Cc1cccc2c1OP(=O)(OCC1OC(n3cc(C)c(=O)[nH]c3=O)CC1N=[N+]=[N-])OC2,CHEMBL97501,=,=,IC50,nM,40000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,40.0
B,Cc1cccc2c1OP(=O)(OCC1CCC(n3cc(C)c(=O)[nH]c3=O)O1)OC2,CHEMBL317359,=,=,IC50,nM,1000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,1.0
B,Cc1cccc2c1OP(=O)(OCCOCn1cnc3c(O)nc(N)nc31)OC2,CHEMBL95532,>,>,IC50,nM,50000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,50.0
B,Cc1cn(C2C=CC(COP3(=O)OCc4cc(C(C)(C)C)cc(C(C)(C)C)c4O3)O2)c(=O)[nH]c1=O,CHEMBL319290,>,>,IC50,nM,50000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,50.0
B,COc1ccc2c(c1)CO[P@@](=O)(OC[C@@H]1C=C[C@H](n3cc(C)c(=O)[nH]c3=O)O1)O2,CHEMBL3350307,=,=,IC50,nM,1800.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,1.8
B,Cc1cccc2c1OP(=O)(OCC(CO)CCn1cnc3c(O)nc(N)nc31)OC2,CHEMBL316665,>,>,IC50,nM,50000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,50.0
B,Cc1cn(C2C=CC(COP3(=O)OCc4cc5ccccc5cc4O3)O2)c(=O)[nH]c1=O,CHEMBL95695,=,=,IC50,nM,410.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,0.41
B,Cc1cn(C2C=CC(COP3(=O)Oc4ccccc4C(C(Cl)Cl)O3)O2)c(=O)[nH]c1=O,CHEMBL98298,=,=,IC50,nM,26000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,26.0
B,Cc1cccc2c1OP(=O)(OCC1CC(O)C(n3cnc4c(N)ncnc43)O1)OC2,CHEMBL97145,=,=,IC50,nM,28000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,28.0
B,Cc1cccc2c1OP(=O)(OC[C@H](CO)OCn1cnc3c(O)nc(N)nc31)OC2,CHEMBL2115274,>,>,IC50,nM,50000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,50.0
B,Cc1cc(C)c2c(c1)COP(=O)(OCC1C=CC(n3cc(C)c(=O)[nH]c3=O)O1)O2,CHEMBL31131,=,=,IC50,nM,46000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,46.0
B,Cc1cn(C2C=CC(COP3(=O)OCc4cc(C(C)(C)C)ccc4O3)O2)c(=O)[nH]c1=O,CHEMBL330299,=,=,IC50,nM,5600.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,5.6
B,Cc1cn(C2C=CC(COP3(=O)Oc4ccccc4C(C(Cl)(Cl)Cl)O3)O2)c(=O)[nH]c1=O,CHEMBL320000,=,=,IC50,nM,27000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,27.0
B,O=C1NC(=O)N([C@H]2C[C@H](O)[C@@H](CO[P@]3(=O)OCc4cccc(-c5ccccc5)c4O3)O2)CC1/C=C/Br,CHEMBL2114303,=,=,IC50,nM,3700.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,3.7
B,Cc1cn(C2C=CC(COP3(=O)OCc4cccc(CCC(=O)OC(C)(C)C)c4O3)O2)c(=O)[nH]c1=O,CHEMBL318643,=,=,IC50,nM,3400.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,3.4
B,Cc1cn(C2C=CC(COP3(=O)OCc4cc(CCC(=O)OCc5ccccc5)ccc4O3)O2)c(=O)[nH]c1=O,CHEMBL262299,=,=,IC50,nM,22000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,22.0
B,Cc1cn([C@H]2C=C[C@@H](CO[P@]3(=O)OCc4cccc(C(C)(C)C)c4O3)O2)c(=O)[nH]c1=O,CHEMBL2114301,=,=,IC50,nM,2600.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,2.6
B,Cc1cn(C2C=CC(COP3(=O)Oc4ccccc4C(CCl)O3)O2)c(=O)[nH]c1=O,CHEMBL447232,=,=,IC50,nM,3900.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,3.9
B,Cc1cccc2c1OP(=O)(OC[C@H]1O[C@@H](N3CC(/C=C/Br)C(=O)NC3=O)C[C@@H]1O)OC2,CHEMBL3142708,>,>,IC50,nM,50000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,50.0
B,Cc1cn([C@H]2C=C[C@@H](COP3(=O)OCc4ccccc4O3)O2)c(=O)[nH]c1=O,CHEMBL375767,=,=,IC50,nM,770.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,0.77
B,Cc1cn(C2C=CC(COP3(=O)OCc4cccc(-c5ccccc5)c4O3)O2)c(=O)[nH]c1=O,CHEMBL319367,=,=,IC50,nM,350.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,0.35
B,O=C1NC(=O)N([C@H]2C[C@H](O)[C@@H](COP3(=O)OCc4cccc(-c5ccccc5)c4O3)O2)C[C@H]1/C=C/Br,CHEMBL2112393,>,>,IC50,nM,50000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,50.0
B,Cc1cn([C@H]2C=C[C@@H](CO[P@@]3(=O)OCc4cccc(C(C)(C)C)c4O3)O2)c(=O)[nH]c1=O,CHEMBL2111587,>,>,IC50,nM,50000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,50.0
B,Cc1cccc2c1OP(=O)(OCC1C=CC(n3cnc4c(N)ncnc43)O1)OC2,CHEMBL329491,=,=,IC50,nM,1200.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,1.2
B,Cc1cn(C2C=CC(COP3(=O)OCc4c(F)c(C(C)(C)C)cc(C(C)(C)C)c4O3)O2)c(=O)[nH]c1=O,CHEMBL97177,=,=,IC50,nM,48000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,48.0
B,Cc1cccc2c1OP(=O)(OC[C@H]1O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]1O)OC2,CHEMBL3142709,=,=,IC50,nM,36000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,36.0
B,Cc1cn(C2C=CC(COP3(=O)OCc4cccc(CCC(=O)OCc5ccccc5)c4O3)O2)c(=O)[nH]c1=O,CHEMBL319963,=,=,IC50,nM,2800.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,2.8
B,Cc1cccc2c1O[P@@](=O)(OC[C@@H]1C=C[C@H](n3cc(C)c(=O)[nH]c3=O)O1)OC2,CHEMBL2114386,>,>,IC50,nM,50000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,50.0
B,Cc1cccc2c1O[P@](=O)(OC[C@H]1O[C@@H](n3cc(F)c(=O)[nH]c3=O)C[C@@H]1O)OC2,CHEMBL2114302,>,>,IC50,nM,50000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,50.0
B,Cc1cccc2c1O[P@@](=O)(OC[C@@H](CO)OCn1cnc3c(O)nc(N)nc31)OC2,CHEMBL3350302,>,>,IC50,nM,50000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,50.0
B,Cc1cccc2c1OP(=O)(OC[C@@H]1C[C@H](F)[C@H](n3cnc4c(N)ncnc43)O1)OC2,CHEMBL2111583,=,=,IC50,nM,5000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,5.0
B,Cc1cn(C2C=CC(COP3(=O)OCc4cc(CCC(=O)O)ccc4O3)O2)c(=O)[nH]c1=O,CHEMBL97289,>,>,IC50,nM,50000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,50.0
B,Cc1cccc2c1OP(=O)(OC[C@H]1O[C@@H](n3cc(F)c(=O)[nH]c3=O)C[C@@H]1O)OC2,CHEMBL3142710,>,>,IC50,nM,50000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,50.0
B,Cc1cccc2c1OP(=O)(OC[C@@H]1C[C@@H](F)[C@H](n3cnc4c(N)ncnc43)O1)OC2,CHEMBL2112391,=,=,IC50,nM,1100.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,1.1
B,COC(=O)CCc1cccc2c1OP(=O)(OCC1C=CC(n3cc(C)c(=O)[nH]c3=O)O1)OC2,CHEMBL95465,=,=,IC50,nM,2700.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,2.7
B,CCC(C)c1ccc2c(c1)COP(=O)(OCC1C=CC(n3cc(C)c(=O)[nH]c3=O)O1)O2,CHEMBL419521,=,=,IC50,nM,3300.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,3.3
B,Cc1cn(C2C=CC(COP3(=O)Oc4cccc(Cl)c4C(C)O3)O2)c(=O)[nH]c1=O,CHEMBL541464,=,=,IC50,nM,1800.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,1.8
B,CCCCC1OP(=O)(OCC2C=CC(n3cc(C)c(=O)[nH]c3=O)O2)Oc2cccc(Cl)c21,CHEMBL328165,=,=,IC50,nM,13000.0,CHEMBL1914,Butyrylcholinesterase,IC50,uM,13.0
