assay_type,canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value
B,CCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C,CHEMBL336524,=,=,IC50,nM,56.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.056
B,CCCCCCSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)C,CHEMBL336276,=,=,IC50,nM,200.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.2
B,CCCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C,CHEMBL334395,=,=,IC50,nM,300.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.3
B,Cc1ccc(-c2nc(SCC(F)(F)F)n(C(=O)N(C)C)n2)cc1,CHEMBL131320,=,=,IC50,nM,200.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.2
B,COc1nn(-c2ccc(NC(=O)c3ccc(C(C)(C)C)cc3)cc2)c(=O)o1,CHEMBL339297,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,CSc1nc(-c2ccc(C(F)(F)F)cc2)nn1C(=O)N(C)C,CHEMBL337714,=,=,IC50,nM,500.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.5
B,C[C@H]1C(=O)N(C(=O)NCc2ccccc2)[C@@H]1Oc1ccc(C(=O)O)cc1,CHEMBL122575,>,>,IC50,nM,100000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,100.0
B,CSc1nc(-c2ccc(C)cc2)nn1C(=O)N1CCOCC1,CHEMBL130704,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(OC)cc1,CHEMBL46151,=,=,IC50,nM,260000.0,CHEMBL220,Acetylcholinesterase,IC50,mM,0.26
B,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],CHEMBL54126,=,=,IC50,nM,22.0,CHEMBL220,Acetylcholinesterase,IC50,nM,22.0
B,C[N+](C)(C)CCS/C(=N\O)C(=O)c1ccc(F)cc1.[Cl-],CHEMBL297316,>,>,IC50,nM,1000000.0,CHEMBL220,Acetylcholinesterase,IC50,mM,1.0
B,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCN4CCOCC4)ccc3N(C)[C@@H]12,CHEMBL65667,=,=,IC50,nM,3800.0,CHEMBL220,Acetylcholinesterase,IC50,uM,3.8
B,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,CHEMBL431519,=,=,IC50,nM,40.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.04
B,Cc1ccc(C(=O)/C(=N/O)SCC[N+](C)(C)C)cc1.[Cl-],CHEMBL296429,>,>,IC50,nM,1000000.0,CHEMBL220,Acetylcholinesterase,IC50,mM,1.0
B,N#CC(C#N)=C1Nc2ccccc2N1CCNCc1ccc(CN2CCCCC2)o1,CHEMBL154972,=,=,IC50,nM,73.0,CHEMBL220,Acetylcholinesterase,IC50,nM,73.0
B,COc1cc(N)c(Cl)cc1C(=O)NCCNCc1ccc(CN(C)C)o1,CHEMBL152722,=,=,IC50,nM,3100.0,CHEMBL220,Acetylcholinesterase,IC50,nM,3100.0
B,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.Cl,CHEMBL544022,=,=,IC50,nM,520000.0,CHEMBL220,Acetylcholinesterase,IC50,mM,0.52
B,CN1CCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)CC1,CHEMBL349127,=,=,IC50,nM,4500.0,CHEMBL220,Acetylcholinesterase,IC50,nM,4500.0
B,Oc1nc2ccccc2n1CCNCc1ccc(CN2CCCCC2)o1,CHEMBL156659,=,=,IC50,nM,1200.0,CHEMBL220,Acetylcholinesterase,IC50,nM,1200.0
B,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(OC)cc1.[Cl-],CHEMBL45118,>,>,IC50,nM,1000000.0,CHEMBL220,Acetylcholinesterase,IC50,mM,1.0
B,Cc1ccc(C(=O)/C(=N/O)SCCN(C)C)cc1.Cl,CHEMBL542609,>,>,IC50,nM,1000000.0,CHEMBL220,Acetylcholinesterase,IC50,mM,1.0
B,CC1CCCCN1Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,CHEMBL155322,=,=,IC50,nM,540.0,CHEMBL220,Acetylcholinesterase,IC50,nM,540.0
B,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCCC2)o1,CHEMBL154211,=,=,IC50,nM,30.0,CHEMBL220,Acetylcholinesterase,IC50,nM,30.0
B,CNC(NCCNCc1ccc(CN2CCCCC2)o1)=C(C#N)C#N.Cl,CHEMBL1203537,=,=,IC50,nM,830.0,CHEMBL220,Acetylcholinesterase,IC50,nM,830.0
B,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,CHEMBL86,>,>,IC50,nM,20000.0,CHEMBL220,Acetylcholinesterase,IC50,nM,20000.0
B,COc1ccc(C(=O)/C(=N/O)SCC[N+](C)(C)C)cc1.[Cl-],CHEMBL47375,>,>,IC50,nM,1000000.0,CHEMBL220,Acetylcholinesterase,IC50,mM,1.0
B,CN(C)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.Cl,CHEMBL542360,>,>,IC50,nM,1000000.0,CHEMBL220,Acetylcholinesterase,IC50,mM,1.0
B,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCC(O)CC2)o1,CHEMBL345849,=,=,IC50,nM,390.0,CHEMBL220,Acetylcholinesterase,IC50,nM,390.0
B,CN(C)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,CHEMBL154689,=,=,IC50,nM,390.0,CHEMBL220,Acetylcholinesterase,IC50,nM,390.0
B,CCN(C)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,CHEMBL346733,=,=,IC50,nM,430.0,CHEMBL220,Acetylcholinesterase,IC50,nM,430.0
B,COc1ccc(C(=O)/C(=N/O)SCCN(C)C)cc1,CHEMBL416464,>,>,IC50,nM,1000000.0,CHEMBL220,Acetylcholinesterase,IC50,mM,1.0
B,CCN(CC)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1.Cl,CHEMBL1203539,=,=,IC50,nM,600.0,CHEMBL220,Acetylcholinesterase,IC50,nM,600.0
B,CN(C)Cc1ccc(CNCCN2CCN/C2=C\[N+](=O)[O-])o1,CHEMBL347729,>,>,IC50,nM,2000.0,CHEMBL220,Acetylcholinesterase,IC50,nM,2000.0
B,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.[Cl-],CHEMBL296786,>,>,IC50,nM,1000000.0,CHEMBL220,Acetylcholinesterase,IC50,mM,1.0
B,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCN4CCOCC4)ccc3N(C)[C@@H]12,CHEMBL63173,=,=,IC50,nM,21000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,21.0
B,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL433041,=,=,IC50,nM,290.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.29
B,CN1CC[C@@]2(C)c3cc(OC(=O)NCCN4CCOCC4)ccc3N(C)[C@@H]12,CHEMBL292788,=,=,IC50,nM,700.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.7
B,NC(=O)c1cc[n+](COC[n+]2ccccc2/C=N/O)cc1.[Cl-].[Cl-],CHEMBL33051,=,=,IC50,nM,460000.0,CHEMBL220,Acetylcholinesterase,IC50,mM,0.46
B,CNC(NCCNCc1ccc(CN(C)C)o1)=C(C#N)C#N,CHEMBL155392,=,=,IC50,nM,630.0,CHEMBL220,Acetylcholinesterase,IC50,nM,630.0
B,CNC(NCCNCc1ccc(CN(C(C)C)C(C)C)o1)=C(C#N)C#N,CHEMBL153311,=,=,IC50,nM,2100.0,CHEMBL220,Acetylcholinesterase,IC50,nM,2100.0
B,CC(C)N(CCS/C(=N\O)C(=O)c1ccc(Cl)cc1)C(C)C.Cl,CHEMBL543546,=,=,IC50,nM,330000.0,CHEMBL220,Acetylcholinesterase,IC50,mM,0.33
B,C[n+]1ccccc1C=NO,CHEMBL1420,=,=,IC50,nM,340000.0,CHEMBL220,Acetylcholinesterase,IC50,mM,0.34
B,CCN(CC)CCS/C(=N\O)C(=O)c1ccccc1.Cl,CHEMBL556172,>,>,IC50,nM,1000000.0,CHEMBL220,Acetylcholinesterase,IC50,mM,1.0
B,CC1CCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)CC1,CHEMBL154263,=,=,IC50,nM,290.0,CHEMBL220,Acetylcholinesterase,IC50,nM,290.0
B,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.Cl,CHEMBL544669,=,=,IC50,nM,210000.0,CHEMBL220,Acetylcholinesterase,IC50,mM,0.21
B,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,CHEMBL62664,=,=,IC50,nM,40.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.04
B,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCC2)o1,CHEMBL155111,=,=,IC50,nM,80.0,CHEMBL220,Acetylcholinesterase,IC50,nM,80.0
B,Cl.N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CC=CCC2)o1,CHEMBL1203534,=,=,IC50,nM,95.0,CHEMBL220,Acetylcholinesterase,IC50,nM,95.0
B,CN(C)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.Cl,CHEMBL541044,=,=,IC50,nM,710000.0,CHEMBL220,Acetylcholinesterase,IC50,mM,0.71
B,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1.Cl,CHEMBL543779,=,=,IC50,nM,180000.0,CHEMBL220,Acetylcholinesterase,IC50,mM,0.18
B,CNC(NCCNCc1ccc(COC)o1)=C(C#N)C#N,CHEMBL155495,>,>,IC50,nM,20000.0,CHEMBL220,Acetylcholinesterase,IC50,nM,20000.0
B,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,CHEMBL64011,=,=,IC50,nM,60.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.06
B,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,CHEMBL65585,=,=,IC50,nM,70.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.07
B,CNC(NCCNCc1ccc(CN2CCCC2)o1)=C(C#N)C#N,CHEMBL347539,=,=,IC50,nM,280.0,CHEMBL220,Acetylcholinesterase,IC50,nM,280.0
B,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCOCC2)o1,CHEMBL154433,=,=,IC50,nM,11000.0,CHEMBL220,Acetylcholinesterase,IC50,nM,11000.0
B,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCSCC2)o1,CHEMBL157208,=,=,IC50,nM,1500.0,CHEMBL220,Acetylcholinesterase,IC50,nM,1500.0
B,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,CHEMBL1790041,=,=,IC50,nM,650.0,CHEMBL220,Acetylcholinesterase,IC50,nM,650.0
B,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,CHEMBL65356,=,=,IC50,nM,930.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.93
B,CC1CCCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)C1,CHEMBL154366,=,=,IC50,nM,370.0,CHEMBL220,Acetylcholinesterase,IC50,nM,370.0
B,CC1CCCC(C)N1Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,CHEMBL153821,=,=,IC50,nM,4500.0,CHEMBL220,Acetylcholinesterase,IC50,nM,4500.0
B,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(F)cc1.[Cl-],CHEMBL416644,=,=,IC50,nM,720000.0,CHEMBL220,Acetylcholinesterase,IC50,mM,0.72
B,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,=,=,IC50,nM,30.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.03
B,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,CHEMBL303574,=,=,IC50,nM,7600.0,CHEMBL220,Acetylcholinesterase,IC50,uM,7.6
B,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,CHEMBL65018,=,=,IC50,nM,80.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.08
B,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1.[Cl-],CHEMBL296277,>,>,IC50,nM,1000000.0,CHEMBL220,Acetylcholinesterase,IC50,mM,1.0
B,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,CHEMBL66309,=,=,IC50,nM,380.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.38
B,COC1CCCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)C1.Cl,CHEMBL1203535,=,=,IC50,nM,3300.0,CHEMBL220,Acetylcholinesterase,IC50,nM,3300.0
B,C[N+](C)(C)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.[I-],CHEMBL296560,>,>,IC50,nM,1000000.0,CHEMBL220,Acetylcholinesterase,IC50,mM,1.0
B,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCC(O)C2)o1,CHEMBL152260,=,=,IC50,nM,370.0,CHEMBL220,Acetylcholinesterase,IC50,nM,370.0
B,C/N=c1\c(O)c(O)\c1=N/CCNCc1ccc(CN2CCCCC2)o1,CHEMBL154950,=,=,IC50,nM,9300.0,CHEMBL220,Acetylcholinesterase,IC50,nM,9300.0
B,CN(C)CCCS/C(=N\O)C(=O)c1ccc(Br)cc1.O=C(O)C(=O)O,CHEMBL296669,>,>,IC50,nM,1000000.0,CHEMBL220,Acetylcholinesterase,IC50,mM,1.0
B,Cl.N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCCCC2)o1,CHEMBL1203538,=,=,IC50,nM,120.0,CHEMBL220,Acetylcholinesterase,IC50,nM,120.0
B,COc1ccccc1CNCCCCCCNCCSSCCNCCCCCCNCc1ccccc1OC,CHEMBL19060,=,=,IC50,nM,7244.36,CHEMBL220,Acetylcholinesterase,-Log IC50,,5.14
B,COc1ccccc1CNCCCCCCNCCCCCCCNCCCCCCNCc1ccccc1OC,CHEMBL422977,=,=,IC50,nM,4466.84,CHEMBL220,Acetylcholinesterase,-Log IC50,,5.35
B,COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC,CHEMBL11805,=,=,IC50,nM,169.82,CHEMBL220,Acetylcholinesterase,-Log IC50,,6.77
B,COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC,CHEMBL11805,=,=,Ki,nM,0.104,CHEMBL220,Acetylcholinesterase,Ki,nM,0.104
B,COc1ccccc1CNCCCCCCNCCCCCCNCCCCCCNCc1ccccc1OC,CHEMBL302179,=,=,IC50,nM,6456.54,CHEMBL220,Acetylcholinesterase,-Log IC50,,5.19
B,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,=,=,IC50,nM,14.13,CHEMBL220,Acetylcholinesterase,-Log IC50,,7.85
B,CCC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3[C@@H](C1)C2,CHEMBL208599,=,=,Ki,nM,0.026,CHEMBL220,Acetylcholinesterase,Ki,nM,0.026
B,COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc1ccccc1OC,CHEMBL27673,=,=,IC50,nM,5370.32,CHEMBL220,Acetylcholinesterase,-Log IC50,,5.27
B,CC[N+](C)(C)c1cccc(O)c1.[Br-],CHEMBL60745,=,=,Ki,nM,1.63,CHEMBL220,Acetylcholinesterase,Ki,nM,1.63
B,COc1ccccc1CNCCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCNCc1ccccc1OC,CHEMBL132377,=,=,IC50,nM,309.03,CHEMBL220,Acetylcholinesterase,-Log IC50,,6.51
B,NCCCCCCNCCSSCCNCCCCCCN,CHEMBL132133,=,=,IC50,nM,501187.23,CHEMBL220,Acetylcholinesterase,-Log IC50,,3.3
B,Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,=,=,IC50,nM,218.78,CHEMBL220,Acetylcholinesterase,-Log IC50,,6.66
B,COc1ccccc1CNCCCCCC(=O)NCCCCCCCCNC(=O)CCCCCNCc1ccccc1OC,CHEMBL134488,=,=,IC50,nM,1862.09,CHEMBL220,Acetylcholinesterase,-Log IC50,,5.73
B,COc1ccccc1CNCCCCCCNCCCCCNCCCCCCNCc1ccccc1OC,CHEMBL134382,=,=,IC50,nM,7244.36,CHEMBL220,Acetylcholinesterase,-Log IC50,,5.14
B,NC12CC(C(F)(F)F)=CC(Cc3nc(O)ccc31)/C2=C\C(F)(F)F,CHEMBL59109,=,=,IC50,nM,3000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,3.0
B,C[n+]1ccn(COCC(C)(C)[N+](=O)[O-])c1/C=N/O.[Cl-],CHEMBL286990,=,=,IC50,nM,10600.0,CHEMBL220,Acetylcholinesterase,IC50,uM,10.6
B,C/C=C1\C2C=C(C(F)(F)F)CC1(N)c1ccc(O)nc1C2,CHEMBL294891,=,=,IC50,nM,400.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.4
B,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,CHEMBL1255901,=,=,IC50,nM,5.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.005
B,Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,=,=,IC50,nM,254.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.254
B,Nc1c2c(nc3ccccc13)-c1ccccc1CO2,CHEMBL89011,=,=,IC50,nM,245000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,245.0
B,C[n+]1ccccc1/C=N/O.[Cl-],CHEMBL748,=,=,IC50,nM,366000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,366.0
B,Nc1cc(-c2ccccc2)nc2ccccc12,CHEMBL50608,=,=,IC50,nM,11480.0,CHEMBL220,Acetylcholinesterase,IC50,uM,11.48
B,CN(CCn1cc[n+](C)c1/C=N/O)S(C)(=O)=O.[Cl-],CHEMBL29300,=,=,IC50,nM,6800.0,CHEMBL220,Acetylcholinesterase,IC50,uM,6.8
B,C[n+]1ccn(COCCS(C)(=O)=O)c1/C=N/O.[Cl-],CHEMBL27675,=,=,IC50,nM,26500.0,CHEMBL220,Acetylcholinesterase,IC50,uM,26.5
B,CC1=CC2Cc3nc(O)ccc3C(N)(C1)/C2=C/C(F)(F)F,CHEMBL435373,=,=,IC50,nM,2000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,2.0
B,Nc1c2c(nc3ccccc13)-c1ccccc1C2,CHEMBL60167,=,=,IC50,nM,676.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.676
B,Nc1c2c(nc3ccccc13)-c1ccccc1CC2,CHEMBL89012,=,=,IC50,nM,2980.0,CHEMBL220,Acetylcholinesterase,IC50,uM,2.98
B,Nc1c2c(nc3ccccc13)-c1ccccc1CS2,CHEMBL314800,=,=,IC50,nM,18580.0,CHEMBL220,Acetylcholinesterase,IC50,uM,18.58
B,C[n+]1ccn(CCN2CCCC2)c1/C=N/O.[Cl-],CHEMBL553212,=,=,IC50,nM,17900.0,CHEMBL220,Acetylcholinesterase,IC50,uM,17.9
B,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NCc3ccccc3)c(Br)c21,CHEMBL156630,=,=,IC50,nM,4190.0,CHEMBL220,Acetylcholinesterase,IC50,uM,4.19
B,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL315013,=,=,IC50,nM,219.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.219
B,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21,CHEMBL155754,=,=,IC50,nM,230.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.23
B,COc1cc2cc(C(=O)CC3=CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL314658,=,=,IC50,nM,750.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.75
B,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccccc4)cc3)sc2cc1OC,CHEMBL87170,=,=,IC50,nM,4.6,CHEMBL220,Acetylcholinesterase,IC50,uM,0.0046
B,COc1cc2cc(C(=O)CCC3CC[N+](C)(CCOc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL87959,=,=,IC50,nM,390.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.39
B,CCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-],CHEMBL87295,=,=,IC50,nM,2570.0,CHEMBL220,Acetylcholinesterase,IC50,uM,2.57
B,COc1cc2cc(C(=O)CCc3cc[n+](CC4CCC4)cc3)sc2cc1OC.[Br-],CHEMBL82810,=,=,IC50,nM,40.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.04
B,C/N=C1/CCc2c1n(C)c1cc(Cl)c(OC(=O)NC)cc21,CHEMBL157182,=,=,IC50,nM,670.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.67
B,COc1cc2cc(C(=O)CCCCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL88049,=,=,IC50,nM,110.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.11
B,CC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-],CHEMBL87128,=,=,IC50,nM,280.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.28
B,CNC(=O)Oc1ccc2c(c1)c1c(n2C)/C(=N\CCc2ccccc2)CC1,CHEMBL160219,=,=,IC50,nM,160.0,CHEMBL220,Acetylcholinesterase,IC50,uM,0.16
